name,company_nmae,symbol,Listed_Shares,Paidup_Value,Total_Paidup
Promotor Share,Kalika Laghubitta Bittiya Sanstha Limited Promoter Share,KMCDBP,0,0.00,0.00
Promotor Share,Prabhu Insurance Company Ltd. Promoter,PRINPO,"1,000,000",100.00,"100,000,000.00"
Promotor Share,Deprosc LaghuBitta Bittiya Sanstha Limited Promoter Share,DDBLPO,0,0.00,0.00
Promotor Share,NLG Insurance Company Ltd. Promoter Share,NLGPO,0,0.00,0.00
Promotor Share,Nepal Insurance Co. Ltd Promoter Share,NICLPO,0,0.00,0.00
Promotor Share,Life Insurance Co. Nepal Promoter Share,LICNPO,0,0.00,0.00
Promotor Share,Chhimek Laghubitta Bittiya Sanstha Limited Promoter Share,CBBLPO,0,0.00,0.00
Promotor Share,Mithila Laghubitta Bikas Bank Limited Promoter Share,MLBBLP,0,0.00,0.00
Promotor Share,Shangrila Development Bank Ltd. Promoter Share,SADBLP,0,0.00,0.00
Promotor Share,Mirmire Laghubitta Bittiya Sanstha Ltd. Promoter Share,MMFDBP,0,0.00,0.00
Promotor Share,Vijaya laghubitta Bittiya Sanstha Ltd. Promoter Share,VLBSPO,0,0.00,0.00
Promotor Share,Janautthan Samudayic Laghubitta Bittiya Sanstha Limited Promoter Share,JSLBBP,0,0.00,0.00
Promotor Share,Swarojgar Laghu Bitta Bikas Bank Ltd. Promoter Share,SLBBLP,0,0.00,0.00
Promotor Share,First Micro Finance Laghubitta Bittiya Sanstha Ltd. Promoter Share,FMDBLP,0,0.00,0.00
Promotor Share,Guheyshwori Merchant & Finance Ltd. Promoter Share,GMFILP,0,0.00,0.00
Promotor Share,Manjushree Finance Limited Promoter Share,MFILPO,0,0.00,0.00
Promotor Share,Gurkhas Finance Limited Promoter Share,GUFLPO,0,0.00,0.00
Promotor Share,Karnali Development Bank Limited Promoter Share,KRBLPO,0,0.00,0.00
Promotor Share,Kamana Sewa Bikas Bank Limited Promoter Share,KSBBLP,0,0.00,0.00
Promotor Share,Mahalxmi Bikas Bank Ltd. Promotor Share,MLBLPO,0,0.00,0.00
Promotor Share,Multipurpose Finance Company  Limited Promoter Share,MPFLPO,0,0.00,0.00
Promotor Share,Lumbini Bikas Bank Ltd. Promoter Share,LBBLPO,0,0.00,0.00
Promotor Share,IGI Prudential insurance Limited Promoter Share,IGIPO,0,0.00,0.00
Promotor Share,Nadep Laghubitta Bittiya Sanstha Ltd. Promoter Share,NADEPP,0,0.00,0.00
Promotor Share,NMB  Microfinance Bittiya Sanstha Ltd. Promoter Share,NMBMFP,0,0.00,0.00
Promotor Share,Samriddhi Finance Company Limited Promoter Share,SFCLP,0,0.00,0.00
Promotor Share,Green Development Bank Ltd. Promoter Share,GRDBLP,0,0.00,0.00
Promotor Share,Grameen Bikas Lagubitta Bittiya Sanstha Limited (Promoter Share),GBLBSP,0,0.00,0.00
Promotor Share,Saptakoshi Development Bank Ltd Promoter Share,SAPDBLP,0,0.00,0.00
Promotor Share,RSDC Laghubitta Bittiya Sanstha Ltd. Promoter Share,RSDCP,0,0.00,0.00
Promotor Share,National Laghubitta Bittiya Sanstha Ltd. Promoter,NMFBSP,0,0.00,0.00
Promotor Share,Forward Community Microfinance Bittiya Sanstha Ltd Promoter Share,FOWADP,0,100.00,0.00
Promotor Share,Mahuli Laghubitta Bittiya Sanstha Ltd Promoter,MSLBP,0,100.00,0.00
Promotor Share,Himalayan Laghubitta Bittiya Sanstha Promoter,HLBSLP,0,0.00,0.00
Promotor Share,Meromicrofinance Laghubitta Bittiya Sanstha Limited Promoter Share,MEROPO,0,0.00,0.00
Promotor Share,Kisan Lagubitta Bittiya Sanstha Limited Promoter Share,KLBSLP,0,0.00,0.00
Promotor Share,Hydroelectricity Investment and Development Company Limited Promoter Share,HIDCLP,0,0.00,0.00
Promotor Share,Support Laghubitta Bittiya Sanstha Limited Promoter Share,SMBPO,0,0.00,0.00
Promotor Share,NIC ASIA Laghubitta Bittiya Sanstha Limited Promoter Share,NICLBSLP,0,0.00,0.00
Promotor Share,Narayani Development Bank Limited Promoter,NABBCP,0,0.00,0.00
Promotor Share,Jeevan Bikas Laghubitta Bittiya Sanstha Limited Promoter Share,JBLBP,0,0.00,0.00
Promotor Share,Corporate Development Bank Ltd. Promoter Share,CORBLPO,0,0.00,0.00
Promotor Share,Aarambha Chautari Laghubitta Bittiya Sanstha Limited Promoter Share,ACLBSLP,0,0.00,0.00
Promotor Share,Asha Laghubitta Bittiya Sanstha Ltd Promoter Share,ALBSLP,0,0.00,0.00
Promotor Share,Swabhimaan Laghubitta Bittiya sanstha Limited,SMFBSP,0,0.00,0.00
Promotor Share,Infinity Laghubitta Bittiya Sanstha Limited Promoter Share,ILBSP,0,0.00,0.00
Promotor Share,Samata Gharelu Laghubitta Bittiya Sanstha Limited Promoter Share,SMATAP,0,0.00,0.00
Promotor Share,Global IME Laghubitta Bittiya Sanstha Ltd. Promoter Share,GILBPO,0,0.00,0.00
Promotor Share,Suryodaya Womi Laghubitta Bittiya Sanstha Limited Promoter,SWMFPO,0,0.00,0.00
Promotor Share,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited Promoter Share,USLBP,0,0.00,0.00
Promotor Share,Himalayan Everest Insurance Limited Promoter,HEIP,0,100.00,0.00
Promotor Share,Citizen Life Insurance Company Limited Promoter Share,CLIP,0,0.00,0.00
Promotor Share,Aviyan Laghubitta Bittiya Sanstha Limited Promotor Share,AVYANP,0,0.00,0.00
Promotor Share,Nepal Investment Mega Bank Ltd. Promoter Share,NIMBPO,"183,075,408",100.00,"18,307,540,800.00"
Promotor Share,Siddhartha Premier Insurance Limited Promoter Share,SPILPO,"5,480,256",0.00,"287,502,300.00"
Promotor Share,Aatmanirbhar Laghubitta Bittiya Sanstha Limited Promoter Share,ANLBP,0,0.00,0.00
Promotor Share,Wean Nepal Laghubitta Bittiya Sanstha Limited Promoter Share,WNLBP,"600,000",100.00,"60,000,000.00"
Promotor Share,Himalayan Life Insurance Limited Promoter Share,HLIPO,"4,881,600",100.00,"488,160,000.00"
Promotor Share,Kalika Power Company Limited Promoter Share,KPCLPO,0,0.00,0.00
Promotor Share,Sagarmatha Lumbini Insurance Co. Limited Promoter Share,SALICOPO,"100,000",100.00,"10,000,000.00"
Promotor Share,Laxmi Sunrise Bank Limited Promoter Share,LSLPO,"4,717,008",0.00,100.00
Promotor Share,Reliable Nepal Life Insurance Limited Promoter,RNLIP,0,0.00,0.00
Promotor Share,Sun Nepal Life Insurance Company Limited promoter,SNLIP,0,0.00,0.00
Promotor Share,Citizen Investment Trust Promoter Share,CITPO,0,0.00,0.00
Promotor Share,Prabhu Mahalaxmi Life Insurance Limited promotor,PMLIP,0,0.00,0.00
Promotor Share,Himalayan Reinsurance Limited Promoter,HRLP,0,0.00,0.00
Promotor Share,United Ajod Insurance Limited Promoter Share,UAILPO,0,0.00,0.00
Promotor Share,Unique Nepal Laghubitta Bittiya Sanstha Limited Promoter,UNLBP,0,0.00,0.00
Promotor Share,Nepal Infrastructure Bank Limited Promoter,NIFRAP,0,0.00,0.00
Promotor Share,Sanima GIC Insurance Limited Promoter Share,SGICP,0,0.00,0.00
Promotor Share,Sampada Laghubitta Bittiya Sanstha Limited Promoter Share,SMPDAP,0,0.00,0.00
Promotor Share,Nerude Mirmire Laghubitta Bittiya Sanstha Limited Promoter Share,NMLBBLP,0,0.00,0.00
Tradings,Bishal Bazar Company Limited,BBC,"491,400",100.00,"49,140,000.00"
Tradings,Salt Trading Corporation,STC,"2,535,312",100.00,"253,531,200.00"
Tradings,Securities Board of Nepal,SEBON,0,0.00,0.00
